  260,20160623,   40
  260,20160624,   49
  260,20160625,   32
  260,20160626,   56
  260,20160627,   38
  260,20160628,   47
  260,20160629,   39
  260,20160630,   13
  260,20160701,    3
  260,20160702,   96
  260,20160703,   79
  260,20160704,  132
  260,20160705,   36
  260,20160706,  122
  260,20160707,   73
  260,20160708,   21
  260,20160709,   51
  260,20160710,   76
  260,20160711,   62
  260,20160712,   49
  260,20160713,   39
  260,20160714,   78
  260,20160715,  105
  260,20160716,   16
  260,20160717,   77
  260,20160718,  134
  260,20160719,  149
  260,20160720,  110
  260,20160721,  113
  260,20160722,   46
  260,20160723,   69
  260,20160724,   49
  260,20160725,   38
  260,20160726,   66
  260,20160727,   31
  260,20160728,   49
  260,20160729,   19
  260,20160730,   12
  260,20160731,   59
  260,20160801,   84
  260,20160802,    1
  260,20160803,   26
  260,20160804,   50
  260,20160805,  106
  260,20160806,   75
  260,20160807,   34
  260,20160808,   68
  260,20160809,   73
  260,20160810,  107
  260,20160811,    0
  260,20160812,   40
  260,20160813,   28
  260,20160814,   41
  260,20160815,  123
  260,20160816,  131
  260,20160817,  133
  260,20160818,  132
  260,20160819,   49
  260,20160820,   76
  260,20160821,   44
  260,20160822,   41
  260,20160823,  130
  260,20160824,  130
  260,20160825,  130
  260,20160826,  114
  260,20160827,   97
  260,20160828,   76
  260,20160829,   57
  260,20160830,  124
  260,20160831,  112
  260,20160901,   62
  260,20160902,   42
  260,20160903,   49
  260,20160904,   33
  260,20160905,   80
  260,20160906,   58
  260,20160907,  122
  260,20160908,  122
  260,20160909,  112
  260,20160910,  105
  260,20160911,   25
  260,20160912,  115
  260,20160913,  116
  260,20160914,  115
  260,20160915,   92
  260,20160916,   32
  260,20160917,   16
  260,20160918,   59
  260,20160919,   15
  260,20160920,   53
  260,20160921,   86
  260,20160922,   53
  260,20160923,   97
  260,20160924,   99
  260,20160925,   75
  260,20160926,   42
  260,20160927,   98
  260,20160928,   78
  260,20160929,    3
  260,20160930,   54
  260,20161001,   35
  260,20161002,   31
  260,20161003,   95
  260,20161004,   56
  260,20161005,  102
  260,20161006,   54
  260,20161007,   30
  260,20161008,   38
  260,20161009,   69
  260,20161010,   64
  260,20161011,    9
  260,20161012,   16
  260,20161013,   19
  260,20161014,   43
  260,20161015,   14
  260,20161016,   97
  260,20161017,   43
  260,20161018,   29
  260,20161019,   57
  260,20161020,    0
  260,20161021,   46
  260,20161022,   21
  260,20161023,   90
  260,20161024,    8
  260,20161025,    0
  260,20161026,   43
  260,20161027,   11
  260,20161028,    0
  260,20161029,   72
  260,20161030,   50
  260,20161031,   81
  260,20161101,    6
  260,20161102,   57
  260,20161103,   45
  260,20161104,   12
  260,20161105,   30
  260,20161106,   30
  260,20161107,    3
  260,20161108,   27
  260,20161109,    0
  260,20161110,    2
  260,20161111,   70
  260,20161112,   43
  260,20161113,    0
  260,20161114,    0
  260,20161115,    0
  260,20161116,   31
  260,20161117,   13
  260,20161118,   14
  260,20161119,   35
  260,20161120,    0
  260,20161121,    1
  260,20161122,   41
  260,20161123,    5
  260,20161124,   40
  260,20161125,   73
  260,20161126,   52
  260,20161127,   21
  260,20161128,   71
  260,20161129,   71
  260,20161130,   35
  260,20161201,   12
  260,20161202,    5
  260,20161203,   37
  260,20161204,   70
  260,20161205,   67
  260,20161206,   68
  260,20161207,    6
  260,20161208,   20
  260,20161209,    0
  260,20161210,    0
  260,20161211,   15
  260,20161212,    0
  260,20161213,    0
  260,20161214,   17
  260,20161215,    0
  260,20161216,   25
  260,20161217,    0
  260,20161218,   13
  260,20161219,   45
  260,20161220,   53
  260,20161221,    3
  260,20161222,    0
  260,20161223,   13
  260,20161224,   10
  260,20161225,    0
  260,20161226,   46
  260,20161227,   55
  260,20161228,    0
  260,20161229,    0
  260,20161230,    6
  260,20161231,    0
  260,20170101,    0
  260,20170102,   43
  260,20170103,    5
  260,20170104,   33
  260,20170105,   58
  260,20170106,   62
  260,20170107,    0
  260,20170108,    0
  260,20170109,    0
  260,20170110,   10
  260,20170111,   28
  260,20170112,   14
  260,20170113,   32
  260,20170114,   23
  260,20170115,   33
  260,20170116,   18
  260,20170117,   36
  260,20170118,   18
  260,20170119,   67
  260,20170120,   71
  260,20170121,   75
  260,20170122,   75
  260,20170123,    2
  260,20170124,    0
  260,20170125,    0
  260,20170126,   65
  260,20170127,   57
  260,20170128,   16
  260,20170129,    5
  260,20170130,    0
  260,20170131,    8
  260,20170201,    0
  260,20170202,   31
  260,20170203,   15
  260,20170204,    2
  260,20170205,   41
  260,20170206,    0
  260,20170207,    0
  260,20170208,    0
  260,20170209,    0
  260,20170210,    0
  260,20170211,    0
  260,20170212,   45
  260,20170213,   87
  260,20170214,   87
  260,20170215,   75
  260,20170216,    7
  260,20170217,    2
  260,20170218,   49
  260,20170219,    4
  260,20170220,    0
  260,20170221,   54
  260,20170222,    0
  260,20170223,    2
  260,20170224,   68
  260,20170225,    5
  260,20170226,    0
  260,20170227,    3
  260,20170228,   21
  260,20170301,   38
  260,20170302,   11
  260,20170303,   14
  260,20170304,    6
  260,20170305,   42
  260,20170306,   43
  260,20170307,   16
  260,20170308,    2
  260,20170309,   45
  260,20170310,   80
  260,20170311,   64
  260,20170312,   98
  260,20170313,   81
  260,20170314,   45
  260,20170315,   84
  260,20170316,  109
  260,20170317,   42
  260,20170318,    1
  260,20170319,    7
  260,20170320,    0
  260,20170321,   88
  260,20170322,   85
  260,20170323,  109
  260,20170324,  110
  260,20170325,  105
  260,20170326,   73
  260,20170327,  115
  260,20170328,  114
  260,20170329,   12
  260,20170330,   61
  260,20170331,   55
  260,20170401,    2
  260,20170402,   98
  260,20170403,   48
  260,20170404,   66
  260,20170405,   52
  260,20170406,   26
  260,20170407,   15
  260,20170408,   50
  260,20170409,  123
  260,20170410,   53
  260,20170411,   86
  260,20170412,    9
  260,20170413,   77
  260,20170414,   24
  260,20170415,   47
  260,20170416,   34
  260,20170417,   74
  260,20170418,   92
  260,20170419,   71
  260,20170420,  123
  260,20170421,    4
  260,20170422,   78
  260,20170423,   55
  260,20170424,   34
  260,20170425,   97
  260,20170426,   86
  260,20170427,  102
  260,20170428,   43
  260,20170429,   72
  260,20170430,  113
  260,20170501,    8
  260,20170502,   20
  260,20170503,   24
  260,20170504,   27
  260,20170505,    3
  260,20170506,  112
  260,20170507,   23
  260,20170508,   64
  260,20170509,   69
  260,20170510,   95
  260,20170511,  119
  260,20170512,   27
  260,20170513,   21
  260,20170514,   90
  260,20170515,  100
  260,20170516,   18
  260,20170517,   77
  260,20170518,   11
  260,20170519,    7
  260,20170520,   99
  260,20170521,  109
  260,20170522,  127
  260,20170523,  119
  260,20170524,   82
  260,20170525,  146
  260,20170526,  148
  260,20170527,  136
  260,20170528,  121
  260,20170529,   97
  260,20170530,   40
  260,20170531,  119
  260,20170601,  152
  260,20170602,  103
  260,20170603,   54
  260,20170604,  114
  260,20170605,   71
  260,20170606,   25
  260,20170607,   45
  260,20170608,   47
  260,20170609,   75
  260,20170610,  107
  260,20170611,   50
  260,20170612,   24
  260,20170613,   87
  260,20170614,  151
  260,20170615,  114
  260,20170616,   37
  260,20170617,   55
  260,20170618,  128
  260,20170619,  152
  260,20170620,   98
  260,20170621,  127
  260,20170622,   83
  260,20170623,   69
  260,20170624,    0
  260,20170625,    7
  260,20170626,  105
  260,20170627,   42
  260,20170628,    2
  260,20170629,   11
  260,20170630,    4
  260,20170701,   20
  260,20170702,   62
  260,20170703,   83
  260,20170704,   66
  260,20170705,   90
  260,20170706,   80
  260,20170707,   89
  260,20170708,   27
  260,20170709,  133
  260,20170710,   48
  260,20170711,   12
  260,20170712,   41
  260,20170713,   61
  260,20170714,   60
  260,20170715,   38
  260,20170716,    4
  260,20170717,  134
  260,20170718,  123
  260,20170719,   73
  260,20170720,   28
  260,20170721,  131
  260,20170722,   75
  260,20170723,   47
  260,20170724,   84
  260,20170725,   40
  260,20170726,   93
  260,20170727,   47
  260,20170728,   34
  260,20170729,    9
  260,20170730,   85
  260,20170731,   64
  260,20170801,   26
  260,20170802,    8
  260,20170803,   63
  260,20170804,   89
  260,20170805,   24
  260,20170806,  100
  260,20170807,  123
  260,20170808,   10
  260,20170809,   77
  260,20170810,    3
  260,20170811,   39
  260,20170812,   25
  260,20170813,   83
  260,20170814,   94
  260,20170815,   22
  260,20170816,   44
  260,20170817,    8
  260,20170818,   19
  260,20170819,   67
  260,20170820,   93
  260,20170821,   19
  260,20170822,   99
  260,20170823,   74
  260,20170824,   56
  260,20170825,   99
  260,20170826,   81
  260,20170827,  103
  260,20170828,  111
  260,20170829,   75
  260,20170830,    4
  260,20170831,   60
  260,20170901,   41
  260,20170902,   81
  260,20170903,   77
  260,20170904,   63
  260,20170905,   18
  260,20170906,   33
  260,20170907,   18
  260,20170908,    0
  260,20170909,   44
  260,20170910,   68
  260,20170911,   50
  260,20170912,   96
  260,20170913,   58
  260,20170914,   23
  260,20170915,   74
  260,20170916,    2
  260,20170917,   59
  260,20170918,   54
  260,20170919,   43
  260,20170920,   35
  260,20170921,   86
  260,20170922,   34
  260,20170923,  102
  260,20170924,   90
  260,20170925,   13
  260,20170926,   35
  260,20170927,   64
  260,20170928,   17
  260,20170929,   48
  260,20170930,    9
  260,20171001,   29
  260,20171002,   23
  260,20171003,   59
  260,20171004,    3
  260,20171005,   57
  260,20171006,   62
  260,20171007,    0
  260,20171008,   29
  260,20171009,    0
  260,20171010,    9
  260,20171011,    1
  260,20171012,   53
  260,20171013,   24
  260,20171014,   85
  260,20171015,   89
  260,20171016,   76
  260,20171017,    5
  260,20171018,   75
  260,20171019,   65
  260,20171020,   17
  260,20171021,   50
  260,20171022,   26
  260,20171023,   47
  260,20171024,    0
  260,20171025,   18
  260,20171026,   23
  260,20171027,   65
  260,20171028,    0
  260,20171029,   47
  260,20171030,   61
  260,20171031,    2
  260,20171101,    9
  260,20171102,   26
  260,20171103,    0
  260,20171104,   34
  260,20171105,   40
  260,20171106,   68
  260,20171107,   76
  260,20171108,    0
  260,20171109,   23
  260,20171110,   32
  260,20171111,    5
  260,20171112,   14
  260,20171113,   62
  260,20171114,    8
  260,20171115,    0
  260,20171116,    0
  260,20171117,   44
  260,20171118,   10
  260,20171119,   45
  260,20171120,    0
  260,20171121,    0
  260,20171122,   37
  260,20171123,   13
  260,20171124,   18
  260,20171125,   21
  260,20171126,   32
  260,20171127,    0
  260,20171128,   14
  260,20171129,    0
  260,20171130,    9
  260,20171201,    7
  260,20171202,    0
  260,20171203,    0
  260,20171204,    9
  260,20171206,    0
  260,20171207,    0
  260,20171208,    9
  260,20171209,   12
  260,20171210,    0
  260,20171211,    0
  260,20171212,   35
  260,20171213,    2
  260,20171214,    8
  260,20171215,    0
  260,20171216,   32
  260,20171217,   57
  260,20171218,    0
  260,20171219,    3
  260,20171220,    2
  260,20171221,    0
  260,20171222,    0
  260,20171223,    0
  260,20171224,    0
  260,20171225,    0
  260,20171226,   20
  260,20171227,    2
  260,20171228,   44
  260,20171229,    3
  260,20171230,    0
  260,20171231,    2
